candidateId,signalUtc,symbol,marketFamily,timeframe,direction,setupClass,entryMode,auditGoodOpportunity,planValid,entered,netR,stressNetR,grossR,mfeR,maeR,reason
BTC-USD|1h|2025-01-09T14:00:00+00:00|LONG|SWEEP_RECLAIM|1669,2025-01-09T14:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,LONG,SWEEP_RECLAIM,trigger_close,True,True,True,0.5974811463123225,0.5185470639775533,0.7553493109818609,1.3144713678963633,0.1234354054392716,CLOSED
BTC-USD|1h|2025-01-09T14:00:00+00:00|LONG|SWEEP_RECLAIM|1669,2025-01-09T14:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,LONG,SWEEP_RECLAIM,retest_limit,True,True,False,0.0,0.0,0.0,0.0,0.0,NO_ENTRY
BTC-USD|1h|2025-01-09T14:00:00+00:00|LONG|SWEEP_RECLAIM|1669,2025-01-09T14:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,LONG,SWEEP_RECLAIM,structure_confirmed_retest,True,True,False,0.0,0.0,0.0,0.0,0.0,NO_ENTRY
BTC-USD|1h|2025-01-09T17:00:00+00:00|SHORT|PULLBACK|1672,2025-01-09T17:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,SHORT,PULLBACK,trigger_close,True,True,True,-1.0890514233356592,-1.133577135003489,-1.0,0.6777655651242003,1.088022568808215,CLOSED
BTC-USD|1h|2025-01-09T17:00:00+00:00|SHORT|PULLBACK|1672,2025-01-09T17:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,SHORT,PULLBACK,retest_limit,True,True,False,0.0,0.0,0.0,0.0,0.0,NO_ENTRY
BTC-USD|1h|2025-01-09T17:00:00+00:00|SHORT|PULLBACK|1672,2025-01-09T17:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,SHORT,PULLBACK,structure_confirmed_retest,True,True,False,0.0,0.0,0.0,0.0,0.0,NO_ENTRY
BTC-USD|1h|2025-01-09T20:00:00+00:00|LONG|SWEEP_RECLAIM|1675,2025-01-09T20:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,LONG,SWEEP_RECLAIM,trigger_close,True,True,True,1.3815963331706391,1.29391105569792,1.5569668881160772,1.6806419729232591,0.3494774279468819,CLOSED
BTC-USD|1h|2025-01-09T20:00:00+00:00|LONG|SWEEP_RECLAIM|1675,2025-01-09T20:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,LONG,SWEEP_RECLAIM,retest_limit,True,True,True,1.9476435091736612,1.8339879383866946,2.174954650747595,2.1829267038137816,0.15515921716873562,CLOSED
BTC-USD|1h|2025-01-09T20:00:00+00:00|LONG|SWEEP_RECLAIM|1675,2025-01-09T20:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,LONG,SWEEP_RECLAIM,structure_confirmed_retest,True,True,True,0.6684484770148627,0.6038826125831906,0.7975802058782065,0.8020937836669833,0.24041557948829603,CLOSED
BTC-USD|1h|2025-01-10T07:00:00+00:00|SHORT|SWEEP_RECLAIM|1686,2025-01-10T07:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,SHORT,SWEEP_RECLAIM,trigger_close,False,True,True,-1.2986140102050447,-1.4479210153075672,-1.0,0.0673016191519991,1.1355148869356484,CLOSED
